National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Installation Type	Installation Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry Revocation Date	Subsidiary Company	Parent Company	E PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	Total_Allowance_Allocation_2005	Total_Allowance_Allocation_2006	Total_Allowance_Allocation_2007	Total_Allowance_Allocation_2008	Total_Allowance_Allocation_2009	Total_Allowance_Allocation_2010	Total_Allowance_Allocation_2011	Total_Allowance_Allocation_2012	Total_Allowance_Allocation_2013	Total_Allowance_Allocation_2014	Total_Allowance_Allocation_2015	Total_Allowance_Allocation_2016	Total_Allowance_Allocation_2017	Total_Allowance_Allocation_2018	Total_Allowance_Allocation_2019	Total_Allowance_Allocation_2020
Croatia	100-Holding Account	INA d.d. 	205194	080000604	open	Account holder	INA d.d.	Avenija V. Holjevca 10		10000	Zagreb	Croatia	205194	INA- Industrija nafte d.d. Rafinerija nafte Rijeka	HR-350	2011-10-11					Urinj bb		51000	Kostrena	HR	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		582050	966413	571941	952377	561712	991903	551377	983431	540930	NA	530382	NA	519703	NA	508986	NA	0	0	0	0	0	0	0	0	582050	571941	561712	551377	540930	530382	519703	508986
Croatia	100-Holding Account	INA d.d. 	205247	080000604	open	Account holder	INA d.d.	Avenija V. Holjevca 10		10000	Zagreb	Croatia	205247	INA d.d. Sektor rafinerije nafte Sisak	HR-352	2011-10-11					Antuna Kovačića 1		44000	Sisak	HR	NA	NA	21-Refining of mineral oil	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		248576	362326	244258	257724	119945	328064	117738	318271	115508	NA	113255	NA	110975	NA	108686	NA	0	0	0	0	0	0	0	0	248576	244258	119945	117738	115508	113255	110975	108686
Croatia	100-Holding Account	INA d.d. 	205424	080000604	open	Account holder	INA d.d.	Avenija V. Holjevca 10		10000	Zagreb	Croatia	205424	Objekti frakcionacije Ivanić Grad	HR-290	2011-10-11					Alojza Vulinca 129		10310	Ivanić Grad	HR	NA	NA	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		48876	27538	19629	28156	19278	31626	18923	36383	18565	NA	18202	NA	17836	NA	17468	NA	0	0	0	0	0	0	0	0	48876	19629	19278	18923	18565	18202	17836	17468
Croatia	100-Holding Account	INA d.d. 	205425	080000604	open	Account holder	INA d.d.	Avenija V. Holjevca 10		10000	Zagreb	Croatia	205425	Objekti prerade plina Molve	HR-351	2011-10-12					Virje bb		48326	Virje	HR	NA	NA	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		64016	68812	53810	69242	52847	74772	51875	76583	50892	NA	49899	NA	48895	NA	47887	NA	0	0	0	0	0	0	0	0	64016	53810	52847	51875	50892	49899	48895	47887
Croatia	100-Holding Account	CEMEX Hrvatska d.d. 	205463	060004593	open	Account holder	CEMEX Hrvatska d.d.	Franje Tuđmana 45		21212	Kaštel Sućurac	Croatia	205463	CEMEX Hrvatska d.d.	HR-311	2011-12-22					Franje Tuđmana 45		21212	Kaštel Sućurac	HR	16.443453	43.541719	29-Production of cement clinker	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		1234337	1052600	1212898	1139232	1191207	1006250	1169289	831482	1147135	NA	1124766	NA	1102118	NA	1079391	NA	0	0	0	0	0	0	0	0	1234337	1212898	1191207	1169289	1147135	1124766	1102118	1079391
Croatia	100-Holding Account	Vetropack Straža tvornica stakla d.d. 	205486	080088797	open	Account holder	Vetropack Straža tvornica stakla d.d.	Hum na Sutli 203		49231	Hum na Sutli	Croatia	205486	Vetropack Straža tvornica stakla d.d. Hum na Sutli	HR-295	2011-03-24					Hum na Sutli 203		49231	Hum na Sutli	HR	15.705786	46.221215	31-Manufacture of glass	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		78089	105584	76733	106030	75360	104150	73974	108328	72572	NA	71158	NA	69724	NA	68287	NA	0	0	0	0	0	0	0	0	78089	76733	75360	73974	72572	71158	69724	68287
Croatia	100-Holding Account	Holcim (Hrvatska) d.o.o. 	205570	60131430579	open	Account holder	Holcim (Hrvatska) d.o.o.	Koromačno 7b		52222	Koromačno	Croatia	205570	Holcim (Hrvatska) d.o.o.	HR-303	2011-08-08					Koromačno 7b		52222	Koromačno	HR	14.122258	44.967653	29-Production of cement clinker	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		355337	253272	349165	248433	342921	261475	336611	313289	330234	NA	323795	NA	317274	NA	310732	NA	0	0	0	0	0	0	0	0	355337	349165	342921	336611	330234	323795	317274	310732
Croatia	100-Holding Account	LEIER-LEITL d.o.o. 	205675	070074744	open	Account holder	LEIER-LEITL d.o.o.	Zagrebačka 89		42204	Turčin	Croatia	205675	LEIER-LEITL d.o.o.	HR-373	2011-09-15					Zagrebačka 89		42204	Turčin	HR	NA	NA	32-Manufacture of ceramics	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		3840	2367	3774	6080	7117	6892	6985	6632	6853	NA	6719	NA	6585	NA	6448	NA	0	0	0	0	0	0	0	0	3840	3774	7117	6985	6853	6719	6585	6448
Croatia	100-Holding Account	Ciglana Cerje Tužno d.o.o. 	205677	070094555	open	Account holder	Ciglana Cerje Tužno d.o.o.	Cerje Nebojse 2		42243	Maruševec	Croatia	205677	Ciglana Cerje Tužno d.o.o.	HR-331	2012-04-06					Cerje Nebojse 2		42243	Maruševec	HR	16.204255	46.258733	32-Manufacture of ceramics	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		14084	8389	13839	6811	8402	10362	13342	11674	13089	NA	12833	NA	12575	NA	12316	NA	0	0	0	0	0	0	0	0	14084	13839	8402	13342	13089	12833	12575	12316
Croatia	100-Holding Account	INTERCAL d.o.o. 	205681	020036264	closed	Account holder	INTERCAL d.o.o.	Ruđera Boškovića 52		43541	Sirač	Croatia	205681	POGON	HR-312	2011-06-13	2014-09-25				Ličko Lešće 3		53224	Ličko Lešće	HR	NA	NA	30-Production of lime, or calcination of dolomite/magnesite	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		0	Excluded	0	Excluded	0	Excluded	0	Excluded	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Croatia	100-Holding Account	INTERCAL d.o.o. 	205682	020036264	open	Account holder	INTERCAL d.o.o.	Ruđera Boškovića 52		43541	Sirač	Croatia	205682	POGON I	HR-293	2011-06-07					Ruđera Boškovića 56		43541	Sirač	HR	17.314866	45.550139	30-Production of lime, or calcination of dolomite/magnesite	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		0	16	0	0	0	0	0	0	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Croatia	100-Holding Account	INTERCAL d.o.o. 	205683	020036264	open	Account holder	INTERCAL d.o.o.	Ruđera Boškovića 52		43541	Sirač	Croatia	205683	POGON II	HR-292	2011-06-07					Ruđera Boškovića 52		43541	Sirač	HR	17.296627	45.54046	30-Production of lime, or calcination of dolomite/magnesite	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		54471	54959	53524	56113	52567	48672	51599	44256	50623	NA	49635	NA	48636	NA	47633	NA	0	0	0	0	0	0	0	0	54471	53524	52567	51599	50623	49635	48636	47633
Croatia	100-Holding Account	Đuro Đaković Energetika i infrastruktura d.o.o. 	205907	050008858	open	Account holder	Đuro Đaković Energetika i infrastruktura d.o.o.	Dr. Mile Budaka 1		35000	Slavonski Brod	Croatia	205907	Đuro Đaković Energetika i infrastruktura d.o.o.	HR-355	2011-09-05					Dr. Mile Budaka 1		35000	Slavonski Brod	HR	NA	NA	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		3154	2474	2824	1926	1251	1902	1094	2293	1885	NA	1592	NA	1308	NA	1035	NA	0	0	0	0	0	0	0	0	3154	2824	1251	1094	1885	1592	1308	1035
Croatia	100-Holding Account	Dilj d.o.o. 	205953	030003092	open	Account holder	Dilj d.o.o.	Ciglarska 33		32100	Vinkovci	Croatia	205953	Pogon I	HR-322	2011-08-08					Ciglarska 33		32100	Vinkovci	HR	18.775771	45.284402	32-Manufacture of ceramics	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		5502	4557	5406	8074	9131	7590	8963	11675	16152	NA	15837	NA	15518	NA	15198	NA	0	0	0	0	0	0	0	0	5502	5406	9131	8963	16152	15837	15518	15198
Croatia	100-Holding Account	Dilj d.o.o. 	205956	030003092	open	Account holder	Dilj d.o.o.	Ciglarska 33		32100	Vinkovci	Croatia	205956	Pogon Slavonka	HR-323	2011-09-01					Kralja Zvonimira 156		32100	Vinkovci	HR	18.813841	45.307139	32-Manufacture of ceramics	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		7409	3248	3976	5387	7151	7413	7020	6992	6886	NA	6753	NA	6616	NA	6480	NA	0	0	0	0	0	0	0	0	7409	3976	7151	7020	6886	6753	6616	6480
Croatia	100-Holding Account	Gavrilović d.o.o. 	206077	080068222	open	Account holder	Gavrilović d.o.o.	Gavrilovićev trg 1		44250	Petrinja	Croatia	206077	Gavrilović d.o.o.	HR-249	2012-02-03					Gavrilovićev trg 1		44250	Petrinja	HR	16.291775	45.441864	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		7429	7852	6648	4833	5889	4732	5153	4839	4440	NA	3748	NA	3079	NA	2437	NA	0	0	0	0	0	0	0	0	7429	6648	5889	5153	4440	3748	3079	2437
Croatia	100-Holding Account	Adria Čelik d.o.o. 	206092	080777902	open	Account holder	Adria Čelik d.o.o.	Cesta dr. Franje Tuđmana b.b.		21212	Kaštel Sućurac	Croatia	206092	Adria Čelik d.o.o.	HR-329	2011-08-10					Cesta dr. Franje Tuđmana b.b.		21212	Kaštel Sućurac	HR	NA	NA	24-Production of pig iron or steel	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		0	11355	13581	5796	8871	Not Reported	0	Not Reported	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	0	13581	8871	0	0	0	0	0
Croatia	100-Holding Account	HEINEKEN HRVATSKA d.o.o. 	206102	020006757	open	Account holder	HEINEKEN HRVATSKA d.o.o.	Dubovac 22		47000	Karlovac	Croatia	206102	Kotlovnica ''Karlovačka pivovara''	HR-300	2011-05-10					Dubovac 22		47000	Karlovac	HR	15.530492	45.497843	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		4987	6386	4463	5673	3953	4759	3459	3758	2980	NA	2516	NA	2067	NA	1636	NA	0	0	0	0	0	0	0	0	4987	4463	3953	3459	2980	2516	2067	1636
Croatia	100-Holding Account	I.T.V. d.o.o. 	206173	040060158	open	Account holder	I.T.V. d.o.o.	Most Raša 7 b		5223	Raša	Croatia	206173	I.T.V. d.o.o.	HR-280	2012-02-03	2016-12-29				Most Raša 7 b		52223	Raša	HR	NA	NA	30-Production of lime, or calcination of dolomite/magnesite	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		0	590	0	608	0	604	0	695	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Croatia	100-Holding Account	Gradska toplana d.o.o. 	206263	080799600	open	Account holder	Gradska toplana d.o.o.	Tina Ujevića 7		47000	Karlovac	Croatia	206263	Toplana-Karlovac	HR-32	2011-08-08					Tina Ujevića 7		47000	Karlovac	HR	15.546786	45.490596	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		18296	16008	15090	12456	12287	15512	10750	16480	9261	NA	7819	NA	6425	NA	5083	NA	0	0	0	0	0	0	0	0	18296	15090	12287	10750	9261	7819	6425	5083
Croatia	100-Holding Account	Knauf d.o.o. 	206319	060049492	open	Account holder	Knauf d.o.o.	Uzdolje polje 91		22300	Knin	Croatia	206319	Knauf d.o.o.	HR-284	2011-11-07	2014-12-18				Uzdolje polje 91		22300	Knin	HR	16.206732	43.942869	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		6216	8613	7635	9534	0	Excluded	0	Excluded	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	6216	7635	0	0	0	0	0	0
Croatia	100-Holding Account	Knauf Insulation d.o.o. 	206341	070017815	open	Account holder	Knauf Insulation d.o.o.	Varaždinska 140		42220	Novi Marof	Croatia	206341	Knauf Insulation d.o.o.	HR-324	2011-05-23					Varaždinska 140		42220	Novi Marof	HR	NA	NA	33-Manufacture of mineral wool	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		21347	31985	20976	32999	20601	31891	20222	32032	19839	NA	19452	NA	19060	NA	18667	NA	0	0	0	0	0	0	0	0	21347	20976	20601	20222	19839	19452	19060	18667
Croatia	100-Holding Account	Finag d.d. 	206369	010007767	open	Account holder	Finag d.d.	Petra Svačića bb		43280	Garešnica	Croatia	206369	Finag d.d. Pogon Ciglana	HR-357	2011-08-08	2015-03-03				Petra Svačića b.b.		43280	Garešnica	HR	NA	NA	32-Manufacture of ceramics	NA	NA	NA	NA	NA	NA	NA		NA		NA		NA		NA		NA		NA		NA		6690	0	0	Not Reported	0	Not Reported	0	Not Reported	0	NA	0	NA	0	NA	0	NA	0	0	0	0	0	0	0	0	6690	0	0	0	0	0	0	0
