National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Installation Type	Installation Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry Revocation Date	Subsidiary Company	Parent Company	E PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	Total_Allowance_Allocation_2005	Total_Allowance_Allocation_2006	Total_Allowance_Allocation_2007	Total_Allowance_Allocation_2008	Total_Allowance_Allocation_2009	Total_Allowance_Allocation_2010	Total_Allowance_Allocation_2011	Total_Allowance_Allocation_2012	Total_Allowance_Allocation_2013	Total_Allowance_Allocation_2014	Total_Allowance_Allocation_2015	Total_Allowance_Allocation_2016	Total_Allowance_Allocation_2017	Total_Allowance_Allocation_2018	Total_Allowance_Allocation_2019	Total_Allowance_Allocation_2020
Bulgaria	100-Holding Account	Toplofikacia Gabrovo EAD 	21	107009273	open	Account holder	Toplofikacia Gabrovo EAD	str.Industrialna 6		5300	Gabrovo	Bulgaria	21	Toplofikacia Gabrovo	BG-P59	2008-11-30					str.Industrialna 6		5300	Gabrovo	BG	NA	NA	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA	30280	27760	27760	33290	30310	28690	25878	28690	29649	29913	24770	17645	24206	14520	26523	11737	17677	9288	6290	7157	NA	5331	NA	3795	NA	2935	NA	0	0	0	27760	33290	28690	28690	29913	17645	14520	11737	9288	7157	5331	3795	2935
Bulgaria	100-Holding Account	Fazerles AD 	22	828013698	closed	Account holder	Fazerles AD	Silistra		7500	Silistra	Bulgaria	22	Fazerles	BG-P50	2008-11-30	2013-08-01				Silistra		7500	Silistra	BG	NA	NA	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	NA		NA		NA	12455	3149	3149	12696	1114	10941	0	10941	0	11408	0										NA		NA		NA		NA	0	0	0	3149	12696	10941	10941	11408	0	0	0	0	0	0	0	0
Bulgaria	100-Holding Account	Marizatex PLC 	23	115025302	closed	Account holder	Marizatex PLC	bul.Vasil Levski 144		4003	Plovdiv	Bulgaria	23	Marizatex	BG-P83	2008-11-30					bul.Vasil Levski 144		4003	Plovdiv	BG	NA	NA	1-Combustion installations with a rated thermal input exceeding 20 MW	NA	NA	NA	NA	NA	NA	NA		NA		NA	3182	2071	2071	0	Not Reported	0	Not Reported	0		0											NA		NA		NA		NA	0	0	0	2071	0	0	0	0	0	0	0	0	0	0	0	0
Bulgaria	100-Holding Account	EVN- Bulgaria Toplofikaciy 	24	115016602	open	Account holder	EVN- Bulgaria Toplofikaciy	bul.Vasil Levski 236		4003	Plovdiv	Bulgaria	24	TEZ Plovdiv - Sever	BG-P39	2008-11-30					bul.Vasil Levski 236		4003	Plovdiv	BG	NA	NA	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA	118892	101716	101716	142576	102831	122873	94841	122874	82802	274442	157798	73240/113962****	148979	65542/97682****	141181	58065/81402****	147367	50822/65121****	154804	43807	NA	37019	NA	30452	NA	24120	NA	0	0	0	101716	142576	122873	122874	274442	187202	163224	139467	115943	43807	37019	30452	24120
Bulgaria	100-Holding Account	EVN- Bulgaria Toplofikaciya 	25	115016602	open	Account holder	EVN- Bulgaria Toplofikaciya	bul.Vasil Levski 236		4003	Plovdiv	Bulgaria	25	TEZ Plovdiv - Iug	BG-P49	2008-11-30					bul.Vasil Levski 236		4003	Plovdiv	BG	NA	NA	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA	13667	11817	11817	16390	11528	14125	15605	14125	14010	14727	3136	3218	3531	2880	2358	3351	5209	2932	3884	2526	NA	2133	NA	1752	NA	1387	NA	0	0	0	11817	16390	14125	14125	14727	3218	2880	3351	2932	2526	2133	1752	1387
Bulgaria	100-Holding Account	Toplofikaciy Razgrad EAD 	26	116019472	open	Account holder	Toplofikaciy Razgrad EAD	str.Cherna		7200	Razgrad	Bulgaria	26	Toplofikaciy Razgrad EAD	BG-P33	2008-11-30					str.Cherna		7200	Razgrad	BG	NA	NA	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA	6664	6355	6355	7992	7229	12088	14498	12456	13922	14354	13245	6070/6704****	12975	5433/5746****	13047	4812/4788****	11087	4212/3831****	11663	3631	NA	3069	NA	2524	NA	1999	NA	0	0	0	6355	7992	12088	12456	14354	12774	11179	9600	8043	3631	3069	2524	1999
Bulgaria	100-Holding Account	TOPLOFIKATSIA - VRATSA EAD 	27	106006256	open	Account holder	TOPLOFIKATSIA - VRATSA EAD	str. Maksim Gorki 9		3000	Vratsa	Bulgaria	27	TOPLOFIKATSIA - VRATSA ?Ts MLADOST	BG-P2	2008-11-30					Iztochna Promishlena zona		3000	Vratsa	BG	NA	NA	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA	15263	11862	11862	18304	9433	15774	10181	15774	10069	16447	15946	10588	16074	9267	15078	8208	15263	7182	15726	6186	NA	5224	NA	4292	NA	3396	NA	0	0	0	11862	18304	15774	15774	16447	10588	9267	8208	7182	6186	5224	4292	3396
Bulgaria	100-Holding Account	" TOPLOFIKATSIA - VRATSA" EAD 	28	106006256	open	Account holder	" TOPLOFIKATSIA - VRATSA" EAD	str. Maksim Gorki 9		3000	Vratsa	Bulgaria	28	TOPLOFIKATSIA - VRATSA TETs GRADSKA	BG-P20	2008-11-30					str. Shipka 1		3000	Vratsa	BG	NA	NA	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA	25427	26257	26257	31488	30648	27136	30997	27137	32576	28293	29881	14348/5772****	28418	12840/4947****	27235	11375/4123****	26106	9957/3298****	25809	8582	NA	7252	NA	5966	NA	4726	NA	0	0	0	26257	31488	27136	27137	28293	20120	17787	15498	13255	8582	7252	5966	4726
Bulgaria	100-Holding Account	Balkanpharma-Troyan AD 	29	820174176	open	Account holder	Balkanpharma-Troyan AD	str. Krairechna 1		5600	Troyan	Bulgaria	29	Balkanpharma-Troyan	BG-P19	2008-11-30					str. Krairechna 1		5600	Troyan	BG	NA	NA	20-Combustion of fuels	NA	NA	NA	NA	NA	NA	NA		NA		NA	6279	5157	5157	6400	4573	5516	2968	5516	2141	5751	1989	2375	1748	2334	1839	2292	1775	2250	1929	2208	NA	2165	NA	2121	NA	2077	NA	0	0	0	5157	6400	5516	5516	5751	2375	2334	2292	2250	2208	2165	2121	2077
Bulgaria	100-Holding Account	Wienerberger EOOD 	30	131343496	open	Account holder	Wienerberger EOOD	str. Sv. Pimen Zografski	Biznes sgrada 2 et 2 ofice 1	1172	Sofia	Bulgaria	30	Wienerberger	BG-P7	2008-11-30					str. Kozlodui 13		5770	Lukovit	BG	NA	NA	32-Manufacture of ceramics	NA	NA	NA	NA	NA	NA	NA		NA		NA	8703	44573	44573	53191	23051	45841	26175	45841	15862	47795	24140	39872	27866	39179	21725	38478	22824	37770	28654	37054	NA	36332	NA	35601	NA	34866	NA	0	0	0	44573	53191	45841	45841	47795	39872	39179	38478	37770	37054	36332	35601	34866
